# Artefact digests. Written by scripts/artefact_digests.py; described by
# docs/80-artefact-digests.md. DO NOT EDIT BY HAND.
#
# Every path below is git-ignored on purpose -- .gitignore lines 4, 40,
# 74, 118 and 136. This file pins their IDENTITY so that the evidence
# behind docs/71, docs/74, docs/75, docs/77 and docs/79 cannot be
# silently swapped. It does NOT make the artefacts available and it does
# NOT establish that any of them is correct.
#
# 329 artefacts, 0 bytes to 1.718 GB, 5.163 GB in total.
#
# sha256 is over the file's bytes. `metrics` is `k=v;k=v`, read out of the
# artefact by this script's own extractors, and is a legibility aid, not a
# check -- the digest is the check.
#
#   scripts/artefact_digests.py --check    re-verify. MISSING is not FAILED
#   scripts/artefact_digests.py --write    rebuild on a machine that has the runs

group	cites	role	path	bytes	sha256	metrics
gl-75	75	records	hw/soc/out/gl75base/records_gl_wdog.csv	19712	8ace5093359fcb7b630b2673628937dc7b4b53cc3360fb062a01ddbdf6aa5939	rows=174;cols=18;corrected=174;wdog_rst_events=174
gl-75	75	table	hw/soc/out/gl75base/flops.tsv	682777	2cf6cd31a1452b73aa4b485dc268ee3a5aedda596d567d373ee78aafbf1ce759	lines=5874
gl-75	75	provenance	hw/soc/out/gl75base/provenance.txt	829	e3644b6ff16e653091797e7cfbb3355106df9c8b00445bd95c00fc264c720e67	netlist_md5=2e43d08ff422be8ce7a0efd17b1cc3da;netlist_size=10831575;rom_hex_md5=476ca762b29af6c2b446c40c7aed9643;flops=5873
gl-75	75	records	hw/soc/out/gl75w9/records_gl_wdog.csv	19712	f88b983e079bcc9a8e3e75e63c13dfa4c9e6e2dcc753e4829f41f5c611bf2606	rows=174;cols=18;corrected=174;wdog_rst_events=0
gl-75	75	map	hw/soc/out/gl75w9/map.json	161756701	a217592d40982829290b21aeaca7af02261cc8fc67c9270b4b915b73d822fb25	cycles=18683;rtl_rows=18683;gl_rows=18683;gl_row_shift=0;rtl_bits=2451;gl_flops=5874
gl-75	75	table	hw/soc/out/gl75w9/flops.tsv	682930	5794dd6f24ec2b68d50cf0ae67471469ec4feffdd7b5f9856ec19463d5de4868	lines=5875
gl-75	75	provenance	hw/soc/out/gl75w9/provenance.txt	827	5820c78f459dc848e4a1674b877a0d45ac6648a16900b295413ac173fced2ca9	netlist_md5=1cf2c9a0b3c777b27d460feeee4b9cd5;netlist_size=10904011;rom_hex_md5=476ca762b29af6c2b446c40c7aed9643;flops=5874
gl-75	75	records	hw/soc/out/gl75synbase/records_gl_wdog.csv	19712	bbe75d4421b74ec00bb8ac32139197d78c82dbe09fc30758a9693bae28c7dab3	rows=174;cols=18;corrected=174;wdog_rst_events=174
gl-75	75	map	hw/soc/out/gl75synbase/map.json	161415906	ad44fd11c8da39921b8659ed9c39f6b718f5cde088628181b50c92436fd5cc72	cycles=18683;rtl_rows=18683;gl_rows=18683;gl_row_shift=0;rtl_bits=2451;gl_flops=5873
gl-75	75	table	hw/soc/out/gl75synbase/flops.tsv	582584	92147d2b45f44e3f7f99be67ed4afc7219b603409921218758c9af83b951a7ce	lines=5874
gl-75	75	provenance	hw/soc/out/gl75synbase/provenance.txt	824	e36df696f338e590230750005039641a7e996a43100d1a2234d0426a6d21f751	netlist_md5=a8d5ef81446ce6d2aa2eb4c1e0fdff79;netlist_size=5999961;rom_hex_md5=476ca762b29af6c2b446c40c7aed9643;flops=5873
gl-75	75	records	hw/soc/out/gl75syn/records_gl_wdog.csv	19712	a06101e8450a17d524fab11b01e15a1124bc3a298360afc48f953337b147fcd1	rows=174;cols=18;corrected=174;wdog_rst_events=0
gl-75	75	map	hw/soc/out/gl75syn/map.json	161454854	d0ef6727590415b1aa61e8aaa17f2869d6511eb7ae8cd27d29b19da7bca5eb10	cycles=18683;rtl_rows=18683;gl_rows=18683;gl_row_shift=0;rtl_bits=2451;gl_flops=5874
gl-75	75	table	hw/soc/out/gl75syn/flops.tsv	582662	44b2c4a15d4b83e8865f03cc895770c5443ff259d89c04ab113a82e6da5aacd4	lines=5875
gl-75	75	provenance	hw/soc/out/gl75syn/provenance.txt	824	07970e81bb706d023277d63378ad3476c8930265fc73a777085bc5baa4577ff6	netlist_md5=37a8151673d4de213043a0a7b400fb77;netlist_size=6076372;rom_hex_md5=476ca762b29af6c2b446c40c7aed9643;flops=5874
equiv-79	79	text	formal/eqy/out/secded_dec.pass	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	lines=0
equiv-79	79	text	formal/eqy/out/secded_enc.pass	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	lines=0
equiv-79	79	text	formal/eqy/out/tmr_voter.pass	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	lines=0
equiv-79	79	text	formal/eqy/out/secded_dec_mutant.failed	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	lines=0
equiv-79	79	text	formal/eqy/out/voter_mutant.failed	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	lines=0
equiv-79	79	log	formal/eqy/out/secded_dec.log	2076	4dbe19da3d12fa1e8f6545229174415a08084d1c28e347564323df521edadebf	lines=22
equiv-79	79	log	formal/eqy/out/secded_dec_mutant.log	2364	a80c042bddd676ac495989d64a6d9b1953d3c71cbb07c55403806ec55eb6e950	lines=22
equiv-79	79	log	formal/eqy/out/secded_enc.log	2081	af845ad1041d2b7c28a7939ebd703c0f2e24186c09d86fca656a5c1f11a5d84b	lines=22
equiv-79	79	log	formal/eqy/out/tmr_voter.log	2305	7930dd9c7941fab01a920a53f6f4465acc2940308d97e961084e39d85529167f	lines=25
equiv-79	79	log	formal/eqy/out/voter_mutant.log	2466	9e3b0db1312527cfbdbadcf9aa4d374536eee2d86f2be79ea5fecfaf3aa0140e	lines=25
equiv-79	79	netlist	formal/eqy/out/gate_secded_dec.v	175501	f238b21697657bbd829f8983695747480c493596298d27f1b0fdf0db3df0c565	lines=3367;cells=373;flops=0
equiv-79	79	netlist	formal/eqy/out/gate_secded_enc.v	95439	11451eb1100e8f436a0a76946c183c11ba1d1b7ced05c51fe9c93d3f2c23486b	lines=1781;cells=222;flops=0
equiv-79	79	netlist	formal/eqy/out/gate_tmr_voter.v	151349	70bd8ae1e113645adcb07e6afa8d7eb655915873d90a8f6f9bde67728a222f0c	lines=2952;cells=316;flops=0
equiv-79	79	netlist	formal/eqy/out/mutant_secded_dec.v	5136	8c2b6a55b1b53aff003be0362a9bc8b96db425dbcef4200a0e7278055bc6bfeb	lines=118;cells=0;flops=0
equiv-79	79	netlist	formal/eqy/out/mutant_tmr_voter.v	2717	2e263e4859efeb94a140b6baa659447378758f82ad8cb8236d9ea61cd3d49ffe	lines=64;cells=0;flops=0
sim-77	76,77	text	hw/soc/out/h76-g2/equiv-design.txt	516	71088204f7cb8c41484f4911a2d7391bc5dceb1ed9c4dff8c89c66702f0004e7	lines=10;compared=5137;cycles=415345;differing=0
sim-77	76,77	text	hw/soc/out/h76-g2/equiv-whole.txt	710	df674e7bf90c1b1ccb6c7c78318594245a38ead82a7f8772a6c5008b1e358fd8	lines=14;compared=5140;cycles=415345;differing=410992
sim-77	76,77	log	hw/soc/out/h76-g2/sim.log	2117	4caedede3d02593b728c324fcfdfbab7a8978eb56a0f435b530e6a79ac673648	lines=54
sim-77	76,77	log	hw/soc/out/h77-b/sim.log	2116	b58dc7a6f3a1a9f3706cc8d59f9c2c7351f3962dc7196e506c2e28f0e1c9a66a	lines=54
sim-77	76,77	text	hw/soc/out/h77-g/equiv-design.txt	681	4cf88c7d93b26bffa3547540dcf5830e8a7cbd8375501a9f8c1fea80c3077f21	lines=13;compared=5138;cycles=415345;differing=0
sim-77	76,77	text	hw/soc/out/h77-g/equiv-vs-76.txt	345	ac684df86bc7d5f7b9d92f5c66c054c92fd1b8a6645c114bbff760911108303b	lines=7;compared=5146;cycles=415345;differing=0
sim-77	76,77	log	hw/soc/out/h77-g/sim.log	2116	b65fdd0a90235ef1c5f6d3cb31fff135bcae5c5cc6ed5a26bfbd88fe9120de42	lines=54
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.busy.nom_fast_1p32V_m40C.rpt	1873	546cd54df4a525dd74d34eb0d3d91122810da8039da66ec3eb865a9f6fbf56b4	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=3.191592e-02;switching_w=1.001339e-02;leakage_w=2.615784e-04;total_w=4.219089e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.busy.nom_slow_1p08V_125C.rpt	1873	242e3ad9aefef2a759ed1c2231a917318572363882eac17fb279a56bf5487b56	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=2.019328e-02;switching_w=6.302373e-03;leakage_w=1.164803e-04;total_w=2.661213e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.busy.nom_typ_1p20V_25C.rpt	1868	6ae579f0535005f3ec7f1a70cc0db6d46ad6e864432b5759b10ab63ae82db6c0	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=2.531061e-02;switching_w=8.005775e-03;leakage_w=7.772700e-05;total_w=3.339411e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.idle.nom_fast_1p32V_m40C.rpt	1873	4d75d81dc46266fb6d36dbceb4e5ed59f84acf2efcf7dc46efc228f24a92696f	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=1.739977e-02;switching_w=5.752909e-03;leakage_w=2.615597e-04;total_w=2.341424e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.idle.nom_slow_1p08V_125C.rpt	1873	4bf5680d1daf9ef0ec55ecbdf2dbc83d6a9c52e3f2eca49cca914624fde1a186	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=1.133139e-02;switching_w=3.599347e-03;leakage_w=1.168116e-04;total_w=1.504754e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.idle.nom_typ_1p20V_25C.rpt	1868	083d9671c51c17809b218ea102e918258bef543170056d2a3ef19afbda2c6e3c	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=1.408051e-02;switching_w=4.585356e-03;leakage_w=7.775187e-05;total_w=1.874362e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.busy.nom_fast_1p32V_m40C.rpt	1872	8bb35e93d1dd98e11f9472976b08dfd435c1425b43a582f8c3390efb38119b34	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=3.296234e-02;switching_w=2.438839e-02;leakage_w=2.599530e-04;total_w=5.761068e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.busy.nom_slow_1p08V_125C.rpt	1873	81178e2a94a47586d03380be1dcea370d164816788cbad80e315d63cde4af7c6	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=2.025067e-02;switching_w=1.475485e-02;leakage_w=1.164747e-04;total_w=3.512199e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.busy.nom_typ_1p20V_25C.rpt	1868	025178bfc187841af0ac93b03d5d839d51fc1e0a85bd14e02ac4f131bde17f12	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=2.582936e-02;switching_w=1.926073e-02;leakage_w=7.731266e-05;total_w=4.516741e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.idle.nom_fast_1p32V_m40C.rpt	1872	441d8eb03db59c8c8c60098009ab65d0d8d1e8498cac93a66c05885a87328d6b	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=7.507149e-03;switching_w=2.684622e-03;leakage_w=2.599359e-04;total_w=1.045171e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.idle.nom_slow_1p08V_125C.rpt	1873	5aaf94d952daa383226c0879409325fb46d0b844a72cb45336da41b94014d7e8	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=4.956269e-03;switching_w=1.674781e-03;leakage_w=1.167807e-04;total_w=6.747830e-03
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.idle.nom_typ_1p20V_25C.rpt	1868	36afc93db9fedf8552360ec10316d4a20d9daa07ff2e3fd997d30cfac2426cc3	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=6.073338e-03;switching_w=2.136567e-03;leakage_w=7.733558e-05;total_w=8.287240e-03
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.busy.nom_fast_1p32V_m40C.rpt	1872	adebc556ba7f744f64d3b4ca45d15528e9656925a0dfc2bae6b71e7d5d6eb3bb	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=3.296234e-02;switching_w=2.438839e-02;leakage_w=2.599530e-04;total_w=5.761068e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.busy.nom_slow_1p08V_125C.rpt	1873	9e4ab13dddd4f99b39f17c0bff7908688aaf47d44c6b1f65c4d3db414a41161c	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=2.025067e-02;switching_w=1.475485e-02;leakage_w=1.164747e-04;total_w=3.512199e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.busy.nom_typ_1p20V_25C.rpt	1868	a041c7ada61c4c0a9f4debbdd9f7df35f9f8de1920e95a8918e997cb041f8c00	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=2.582936e-02;switching_w=1.926073e-02;leakage_w=7.731266e-05;total_w=4.516741e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.idle.nom_fast_1p32V_m40C.rpt	1872	53e02031fd7cfbfd9812033eb748b55eb26a411d1dc8251bac5e806b463fce39	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=7.507149e-03;switching_w=2.684622e-03;leakage_w=2.599359e-04;total_w=1.045171e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.idle.nom_slow_1p08V_125C.rpt	1873	e11d95411809508c087ddf6a82f4a40883303d7246b34495f6f3b684e5ea5da5	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=4.956269e-03;switching_w=1.674781e-03;leakage_w=1.167807e-04;total_w=6.747830e-03
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.idle.nom_typ_1p20V_25C.rpt	1868	60eabb19d144f141195c87b522548cd6e0a95c699fb6d77b7f19c04af5bcb20f	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=6.073338e-03;switching_w=2.136567e-03;leakage_w=7.733558e-05;total_w=8.287240e-03
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.busy.nom_fast_1p32V_m40C.rpt	1872	6dacb212ea6c2c41f5264124a6dc999e07230055429f10a4930c466c0b525427	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=2.181702e-02;switching_w=6.085834e-03;leakage_w=2.600420e-04;total_w=2.816289e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.busy.nom_slow_1p08V_125C.rpt	1873	01d854436a0dabb9d00977012104158a217a6fad3ee4386bf2dcfda848402a79	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=1.377178e-02;switching_w=3.807046e-03;leakage_w=1.165846e-04;total_w=1.769541e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.busy.nom_typ_1p20V_25C.rpt	1868	f837c1eda017bc7df7a0ef32c673d7991766b1efceed4d4fbda77314df8c48d7	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=1.721489e-02;switching_w=4.849708e-03;leakage_w=7.733714e-05;total_w=2.214193e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.idle.nom_fast_1p32V_m40C.rpt	1872	5fc8a8a9bc3e62c3307319408edbe70b82d340a8b741621b6593d78dde7f5564	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=7.543171e-03;switching_w=2.686205e-03;leakage_w=2.600272e-04;total_w=1.048940e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.idle.nom_slow_1p08V_125C.rpt	1873	0d326a815a4dacd1e41d818307507e0ed904569c489d5598d28695086254cbb9	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=4.977971e-03;switching_w=1.673208e-03;leakage_w=1.169122e-04;total_w=6.768092e-03
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.idle.nom_typ_1p20V_25C.rpt	1868	bcf319c4ea812cbec3a1c4d0a54cc0aa9882512dae22e907724c04f29fb6c19f	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=6.101819e-03;switching_w=2.136074e-03;leakage_w=7.736313e-05;total_w=8.315256e-03
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.all.nom_fast_1p32V_m40C.rpt	1868	d5cac54d1f5cfe76f1d9f017dc29fbf3eac3e8b22855dd8b4b6252c5ac69cfde	lines=24;window=all;corner=nom_fast_1p32V_m40C;internal_w=3.288269e-02;switching_w=2.480346e-02;leakage_w=2.599183e-04;total_w=5.794606e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.all.nom_slow_1p08V_125C.rpt	1869	1be01c71e925849925c5f20710d72b29884d8b8eacbabe5d05688d6a555f91d4	lines=24;window=all;corner=nom_slow_1p08V_125C;internal_w=2.018992e-02;switching_w=1.482488e-02;leakage_w=1.164081e-04;total_w=3.513120e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.all.nom_typ_1p20V_25C.rpt	1864	5f984775a1acb0617f16da6557bac9ed0ee8f328a528ad13a87b7cea784d5d85	lines=24;window=all;corner=nom_typ_1p20V_25C;internal_w=2.578570e-02;switching_w=1.931217e-02;leakage_w=7.730203e-05;total_w=4.517517e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuoff.nom_fast_1p32V_m40C.rpt	1892	504a481a70d14b7b4a0d7d2caf282a10fda5775600c744dac3887025d22bc6b2	lines=24;window=npuoff;corner=nom_fast_1p32V_m40C;internal_w=3.254217e-02;switching_w=2.457913e-02;leakage_w=2.599176e-04;total_w=5.738122e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuoff.nom_slow_1p08V_125C.rpt	1893	268eba955fb5393656766ebbdf597b91a4d7a01eb39d82cd214c4f2dd4ce1a96	lines=24;window=npuoff;corner=nom_slow_1p08V_125C;internal_w=1.993546e-02;switching_w=1.463191e-02;leakage_w=1.164136e-04;total_w=3.468379e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuoff.nom_typ_1p20V_25C.rpt	1888	5ec28fadaab763fc9ec619242c056a2e3045b802c732694cfb5e7ecbdde4a684	lines=24;window=npuoff;corner=nom_typ_1p20V_25C;internal_w=2.557445e-02;switching_w=1.923036e-02;leakage_w=7.730304e-05;total_w=4.488211e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuon.nom_fast_1p32V_m40C.rpt	1884	ca2a6a5c05d76c33dc0fb8a999e88d6f1664bd0e1771abf2afb22848377259e3	lines=24;window=npuon;corner=nom_fast_1p32V_m40C;internal_w=3.924045e-02;switching_w=2.612909e-02;leakage_w=2.599715e-04;total_w=6.562951e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuon.nom_slow_1p08V_125C.rpt	1885	fcfe1a57bd922730d536fdc8395525ca270854ba35167aa376439ac7bf2093df	lines=24;window=npuon;corner=nom_slow_1p08V_125C;internal_w=2.447863e-02;switching_w=1.564941e-02;leakage_w=1.161721e-04;total_w=4.024422e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuon.nom_typ_1p20V_25C.rpt	1880	cd7b6f2b7ec156e23d820c536ce9ea3f772cfe08792e4213318977c5b56d267b	lines=24;window=npuon;corner=nom_typ_1p20V_25C;internal_w=3.126170e-02;switching_w=2.056053e-02;leakage_w=7.728976e-05;total_w=5.189952e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.all.nom_fast_1p32V_m40C.rpt	1868	1423ebb0462a4f52dd5393863ed4241685afc88d95ef718113576426f90ec5b2	lines=24;window=all;corner=nom_fast_1p32V_m40C;internal_w=2.109681e-02;switching_w=5.742404e-03;leakage_w=2.599956e-04;total_w=2.709921e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.all.nom_slow_1p08V_125C.rpt	1869	b8ff5d6efebda43198a3f2e4460604fc2ae9c55fa9b7ab2e3a18bebc2af1a429	lines=24;window=all;corner=nom_slow_1p08V_125C;internal_w=1.347122e-02;switching_w=3.587845e-03;leakage_w=1.165315e-04;total_w=1.717560e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.all.nom_typ_1p20V_25C.rpt	1864	7a941eb360aad0872fe6199d93fcb901694acb6e6cb06ed8415f23c8a5bbf41b	lines=24;window=all;corner=nom_typ_1p20V_25C;internal_w=1.688733e-02;switching_w=4.573422e-03;leakage_w=7.733325e-05;total_w=2.153808e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuoff.nom_fast_1p32V_m40C.rpt	1892	d53b466f76953afecbcbb74d1e76354baf02a4f651eb97e1f796e901799cb40e	lines=24;window=npuoff;corner=nom_fast_1p32V_m40C;internal_w=2.085917e-02;switching_w=5.702937e-03;leakage_w=2.599943e-04;total_w=2.682210e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuoff.nom_slow_1p08V_125C.rpt	1893	40efcfd9967b69cfd1a6dd37b67f530d151fa2476d7553ed4eeffdf6d7a26e9c	lines=24;window=npuoff;corner=nom_slow_1p08V_125C;internal_w=1.331332e-02;switching_w=3.563360e-03;leakage_w=1.165387e-04;total_w=1.699322e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuoff.nom_typ_1p20V_25C.rpt	1888	3911353d4d73c005f069aedabe5d30c6301c5d198921cd72f07b66fe4c2ba372	lines=24;window=npuoff;corner=nom_typ_1p20V_25C;internal_w=1.668940e-02;switching_w=4.542073e-03;leakage_w=7.733471e-05;total_w=2.130880e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuon.nom_fast_1p32V_m40C.rpt	1884	97a73a5df2c6bb98147675f03ac24c1c93e5626b250029c2383e3d9960672e32	lines=24;window=npuon;corner=nom_fast_1p32V_m40C;internal_w=2.737380e-02;switching_w=7.269816e-03;leakage_w=2.600620e-04;total_w=3.490368e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuon.nom_slow_1p08V_125C.rpt	1885	73976e82153faa6a56b14790e6d32ceb00e0fab2c68560d3d71a675faab4d082	lines=24;window=npuon;corner=nom_slow_1p08V_125C;internal_w=1.766134e-02;switching_w=4.541413e-03;leakage_w=1.162864e-04;total_w=2.231904e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuon.nom_typ_1p20V_25C.rpt	1880	03d7c3b8f45888343f03fec87f08bb54c882cc5e47512ab0bb4e9534fb651783	lines=24;window=npuon;corner=nom_typ_1p20V_25C;internal_w=2.212735e-02;switching_w=5.789709e-03;leakage_w=7.731573e-05;total_w=2.799437e-02
deck-magic-soc	paper8	classification	hw/soc/pnr/runs/s77gate-drc-full/classification.txt	1864	5089b0507a36f5052b5cb00dc6211860c19f65382db9a2104b88a4dfd8dfcf01	boxes=39969214;lef_inside=39969214;lef_straddle=0;lef_outside=0;drawn_inside=39969214;drawn_straddle=0;drawn_outside=0;drawn_outside_die=0;rules=10
deck-magic-soc	paper8	text	hw/soc/pnr/runs/s77gate-drc-full/COMMANDS	291	29a05fb9ce705fe1bddcfcc190ac181fb28f18c7aa2b73b342d13aa8dcd922a9	lines=1
deck-magic-soc	paper8	config	hw/soc/pnr/runs/s77gate-drc-full/config.json	14296	b2f550577ba7cd5fa31e250ba67d1e259ebb00900395e1a2fad84b608d7934d6	keys=93
deck-magic-soc	paper8	config	hw/soc/pnr/runs/s77gate-drc-full/state_in.json	14104	fcbefab1ea7ff90b743d0117825e19a3691ee0fda35e430fba6b3b7dc03b8524	keys=18
deck-magic-soc	paper8	drclog	hw/soc/pnr/runs/s77gate-drc-full/magic-drc.log	10523	a03fa3cd19dd5f799e83e835555262c5671e83ab7fb57e196e2519ea161ab89f	lines=313;boxes=39969214
deck-magic-soc	paper8	text	hw/soc/pnr/runs/s77gate-drc-full/runtime.txt	12	a80a37c28c3a9107a211c63d21aaff7fe854629941c4b63b4ea39eb791ec831a	lines=1
deck-magic-soc	paper8	drcrpt	hw/soc/pnr/runs/s77gate-drc-full/reports/drc.magic.rpt	1717801982	ab371724681fdd8d04ce20e5b6d4943c2d47a6616c69ed109bb8a6935e9a22ba	top_cell=soc_top;boxes=39969214;divisor_note=Should be divided by 3 or 4
deck-magic-soc	paper8	classification	hw/soc/pnr/runs/s77gate-drc-abstract/classification.txt	6889	672976e91d09ea2c31417c3ad9b92ab696df79a65c825beea2d0c36e5326e9bd	boxes=123;lef_inside=16;lef_straddle=0;lef_outside=107;drawn_inside=16;drawn_straddle=4;drawn_outside=103;drawn_outside_die=0;rules=4
deck-magic-soc	paper8	text	hw/soc/pnr/runs/s77gate-drc-abstract/COMMANDS	291	29a05fb9ce705fe1bddcfcc190ac181fb28f18c7aa2b73b342d13aa8dcd922a9	lines=1
deck-magic-soc	paper8	config	hw/soc/pnr/runs/s77gate-drc-abstract/config.json	14610	888a7259ae43e72d4209578278968ea753ebd5e5ffc94b4f2e1987effb92de9e	keys=93
deck-magic-soc	paper8	config	hw/soc/pnr/runs/s77gate-drc-abstract/state_in.json	14104	fcbefab1ea7ff90b743d0117825e19a3691ee0fda35e430fba6b3b7dc03b8524	keys=18
deck-magic-soc	paper8	drclog	hw/soc/pnr/runs/s77gate-drc-abstract/magic-drc.log	11854	56e2f9771ea3558d62c3dfccbe3b5cc4923c66ac38974f64b3a546b6abe8f62b	lines=323;boxes=123
deck-magic-soc	paper8	text	hw/soc/pnr/runs/s77gate-drc-abstract/runtime.txt	12	06160d541a35fe81e241a90c48ab20e42ec22b40546ca7b04fe1022ead4dc83c	lines=1
deck-magic-soc	paper8	drcrpt	hw/soc/pnr/runs/s77gate-drc-abstract/reports/drc.magic.rpt	6059	6d434d3f6732139ed86c6b069e5378b0a60427fe6263659096f4f4e343055f74	top_cell=soc_top;boxes=123;divisor_note=Should be divided by 3 or 4
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/classify.py	5620	f3d5273d1910680fe82ff2849e884ac791e70b113ec107337d2acfeaa50dffab	lines=135
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/socwide.py	1008	0b926a35d80941b36a1cc1628038a807868a9e6532672805a905b4685e2423f4	lines=22
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/widem3.py	1401	7ed74a66c016fd507cc1dbf50930dbc1ba54cf682413bc144f7708d927c40d33	lines=23
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/mk_maglef.tcl	751	44c10291783efe892441033a9de958c28458ccc4e9cc6fedf2c4e79607adddb5	lines=18
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/run_abstract.sh	767	6f556946c4fa26c8c26ee9b5c02daaa7dedf16582af1056e25f1d9bfe78bec66	lines=17
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/run_full.sh	691	b975584f311d5d2b4627fdb2e0bb98896e28a0abb0cb596356c7a1fa9d695c9f	lines=16
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/run_macroalone.sh	681	2fb704db26fbc7f1b094f064153befa718577eb0b3da45ccd6dc37362e74df6b	lines=14
deck-inputs	paper8	text	hw/soc/pnr/runs/magic-drc-inputs/run_rom_alone.sh	679	49674ed3161a4495f5dcb9e04db197b56b56895048da71ba3dc45e74d353ae08	lines=14
deck-inputs	paper8	config	hw/soc/pnr/runs/magic-drc-inputs/drc_abstract.step.json	14610	bbf78ece0e962d5a23bb60f1b2df0c64e5b437cc3899424f19f7b0449eaae5c3	keys=93
