# Artefact digests. Written by scripts/artefact_digests.py; described by
# docs/80-artefact-digests.md. DO NOT EDIT BY HAND.
#
# Every path below is git-ignored on purpose -- .gitignore lines 4, 40,
# 74, 118 and 136 -- because the artefacts run from 345 bytes to 161 MB
# and the whole set is 1.9 GB. This file pins their IDENTITY so that the
# evidence behind docs/71, docs/74, docs/75, docs/77 and docs/79 cannot
# be silently swapped. It does NOT make the artefacts available and it
# does NOT establish that any of them is correct.
#
# sha256 is over the file's bytes. `metrics` is `k=v;k=v`, read out of the
# artefact by this script's own extractors, and is a legibility aid, not a
# check -- the digest is the check.
#
#   scripts/artefact_digests.py --check    re-verify. MISSING is not FAILED
#   scripts/artefact_digests.py --write    rebuild on a machine that has the runs

group	cites	role	path	bytes	sha256	metrics
sim-77	76,77	log	hw/soc/out/h77-g/sim.log	2116	b65fdd0a90235ef1c5f6d3cb31fff135bcae5c5cc6ed5a26bfbd88fe9120de42	lines=54
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.busy.nom_fast_1p32V_m40C.rpt	1873	546cd54df4a525dd74d34eb0d3d91122810da8039da66ec3eb865a9f6fbf56b4	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=3.191592e-02;switching_w=1.001339e-02;leakage_w=2.615784e-04;total_w=4.219089e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.busy.nom_slow_1p08V_125C.rpt	1873	242e3ad9aefef2a759ed1c2231a917318572363882eac17fb279a56bf5487b56	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=2.019328e-02;switching_w=6.302373e-03;leakage_w=1.164803e-04;total_w=2.661213e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.busy.nom_typ_1p20V_25C.rpt	1868	6ae579f0535005f3ec7f1a70cc0db6d46ad6e864432b5759b10ab63ae82db6c0	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=2.531061e-02;switching_w=8.005775e-03;leakage_w=7.772700e-05;total_w=3.339411e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.idle.nom_fast_1p32V_m40C.rpt	1873	4d75d81dc46266fb6d36dbceb4e5ed59f84acf2efcf7dc46efc228f24a92696f	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=1.739977e-02;switching_w=5.752909e-03;leakage_w=2.615597e-04;total_w=2.341424e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.idle.nom_slow_1p08V_125C.rpt	1873	4bf5680d1daf9ef0ec55ecbdf2dbc83d6a9c52e3f2eca49cca914624fde1a186	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=1.133139e-02;switching_w=3.599347e-03;leakage_w=1.168116e-04;total_w=1.504754e-02
power-77	76,77	report	hw/soc/out/pwr77-s76base/power.idle.nom_typ_1p20V_25C.rpt	1868	083d9671c51c17809b218ea102e918258bef543170056d2a3ef19afbda2c6e3c	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=1.408051e-02;switching_w=4.585356e-03;leakage_w=7.775187e-05;total_w=1.874362e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.busy.nom_fast_1p32V_m40C.rpt	1872	8bb35e93d1dd98e11f9472976b08dfd435c1425b43a582f8c3390efb38119b34	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=3.296234e-02;switching_w=2.438839e-02;leakage_w=2.599530e-04;total_w=5.761068e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.busy.nom_slow_1p08V_125C.rpt	1873	81178e2a94a47586d03380be1dcea370d164816788cbad80e315d63cde4af7c6	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=2.025067e-02;switching_w=1.475485e-02;leakage_w=1.164747e-04;total_w=3.512199e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.busy.nom_typ_1p20V_25C.rpt	1868	025178bfc187841af0ac93b03d5d839d51fc1e0a85bd14e02ac4f131bde17f12	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=2.582936e-02;switching_w=1.926073e-02;leakage_w=7.731266e-05;total_w=4.516741e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.idle.nom_fast_1p32V_m40C.rpt	1872	441d8eb03db59c8c8c60098009ab65d0d8d1e8498cac93a66c05885a87328d6b	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=7.507149e-03;switching_w=2.684622e-03;leakage_w=2.599359e-04;total_w=1.045171e-02
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.idle.nom_slow_1p08V_125C.rpt	1873	5aaf94d952daa383226c0879409325fb46d0b844a72cb45336da41b94014d7e8	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=4.956269e-03;switching_w=1.674781e-03;leakage_w=1.167807e-04;total_w=6.747830e-03
power-77	76,77	report	hw/soc/out/pwr77-s76gate/power.idle.nom_typ_1p20V_25C.rpt	1868	36afc93db9fedf8552360ec10316d4a20d9daa07ff2e3fd997d30cfac2426cc3	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=6.073338e-03;switching_w=2.136567e-03;leakage_w=7.733558e-05;total_w=8.287240e-03
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.busy.nom_fast_1p32V_m40C.rpt	1872	adebc556ba7f744f64d3b4ca45d15528e9656925a0dfc2bae6b71e7d5d6eb3bb	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=3.296234e-02;switching_w=2.438839e-02;leakage_w=2.599530e-04;total_w=5.761068e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.busy.nom_slow_1p08V_125C.rpt	1873	9e4ab13dddd4f99b39f17c0bff7908688aaf47d44c6b1f65c4d3db414a41161c	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=2.025067e-02;switching_w=1.475485e-02;leakage_w=1.164747e-04;total_w=3.512199e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.busy.nom_typ_1p20V_25C.rpt	1868	a041c7ada61c4c0a9f4debbdd9f7df35f9f8de1920e95a8918e997cb041f8c00	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=2.582936e-02;switching_w=1.926073e-02;leakage_w=7.731266e-05;total_w=4.516741e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.idle.nom_fast_1p32V_m40C.rpt	1872	53e02031fd7cfbfd9812033eb748b55eb26a411d1dc8251bac5e806b463fce39	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=7.507149e-03;switching_w=2.684622e-03;leakage_w=2.599359e-04;total_w=1.045171e-02
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.idle.nom_slow_1p08V_125C.rpt	1873	e11d95411809508c087ddf6a82f4a40883303d7246b34495f6f3b684e5ea5da5	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=4.956269e-03;switching_w=1.674781e-03;leakage_w=1.167807e-04;total_w=6.747830e-03
power-77	76,77	report	hw/soc/out/pwr77-s77base/power.idle.nom_typ_1p20V_25C.rpt	1868	60eabb19d144f141195c87b522548cd6e0a95c699fb6d77b7f19c04af5bcb20f	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=6.073338e-03;switching_w=2.136567e-03;leakage_w=7.733558e-05;total_w=8.287240e-03
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.busy.nom_fast_1p32V_m40C.rpt	1872	6dacb212ea6c2c41f5264124a6dc999e07230055429f10a4930c466c0b525427	lines=24;window=busy;corner=nom_fast_1p32V_m40C;internal_w=2.181702e-02;switching_w=6.085834e-03;leakage_w=2.600420e-04;total_w=2.816289e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.busy.nom_slow_1p08V_125C.rpt	1873	01d854436a0dabb9d00977012104158a217a6fad3ee4386bf2dcfda848402a79	lines=24;window=busy;corner=nom_slow_1p08V_125C;internal_w=1.377178e-02;switching_w=3.807046e-03;leakage_w=1.165846e-04;total_w=1.769541e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.busy.nom_typ_1p20V_25C.rpt	1868	f837c1eda017bc7df7a0ef32c673d7991766b1efceed4d4fbda77314df8c48d7	lines=24;window=busy;corner=nom_typ_1p20V_25C;internal_w=1.721489e-02;switching_w=4.849708e-03;leakage_w=7.733714e-05;total_w=2.214193e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.idle.nom_fast_1p32V_m40C.rpt	1872	5fc8a8a9bc3e62c3307319408edbe70b82d340a8b741621b6593d78dde7f5564	lines=24;window=idle;corner=nom_fast_1p32V_m40C;internal_w=7.543171e-03;switching_w=2.686205e-03;leakage_w=2.600272e-04;total_w=1.048940e-02
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.idle.nom_slow_1p08V_125C.rpt	1873	0d326a815a4dacd1e41d818307507e0ed904569c489d5598d28695086254cbb9	lines=24;window=idle;corner=nom_slow_1p08V_125C;internal_w=4.977971e-03;switching_w=1.673208e-03;leakage_w=1.169122e-04;total_w=6.768092e-03
power-77	76,77	report	hw/soc/out/pwr77-s77gate/power.idle.nom_typ_1p20V_25C.rpt	1868	bcf319c4ea812cbec3a1c4d0a54cc0aa9882512dae22e907724c04f29fb6c19f	lines=24;window=idle;corner=nom_typ_1p20V_25C;internal_w=6.101819e-03;switching_w=2.136074e-03;leakage_w=7.736313e-05;total_w=8.315256e-03
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.all.nom_fast_1p32V_m40C.rpt	1868	d5cac54d1f5cfe76f1d9f017dc29fbf3eac3e8b22855dd8b4b6252c5ac69cfde	lines=24;window=all;corner=nom_fast_1p32V_m40C;internal_w=3.288269e-02;switching_w=2.480346e-02;leakage_w=2.599183e-04;total_w=5.794606e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.all.nom_slow_1p08V_125C.rpt	1869	1be01c71e925849925c5f20710d72b29884d8b8eacbabe5d05688d6a555f91d4	lines=24;window=all;corner=nom_slow_1p08V_125C;internal_w=2.018992e-02;switching_w=1.482488e-02;leakage_w=1.164081e-04;total_w=3.513120e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.all.nom_typ_1p20V_25C.rpt	1864	5f984775a1acb0617f16da6557bac9ed0ee8f328a528ad13a87b7cea784d5d85	lines=24;window=all;corner=nom_typ_1p20V_25C;internal_w=2.578570e-02;switching_w=1.931217e-02;leakage_w=7.730203e-05;total_w=4.517517e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuoff.nom_fast_1p32V_m40C.rpt	1892	504a481a70d14b7b4a0d7d2caf282a10fda5775600c744dac3887025d22bc6b2	lines=24;window=npuoff;corner=nom_fast_1p32V_m40C;internal_w=3.254217e-02;switching_w=2.457913e-02;leakage_w=2.599176e-04;total_w=5.738122e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuoff.nom_slow_1p08V_125C.rpt	1893	268eba955fb5393656766ebbdf597b91a4d7a01eb39d82cd214c4f2dd4ce1a96	lines=24;window=npuoff;corner=nom_slow_1p08V_125C;internal_w=1.993546e-02;switching_w=1.463191e-02;leakage_w=1.164136e-04;total_w=3.468379e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuoff.nom_typ_1p20V_25C.rpt	1888	5ec28fadaab763fc9ec619242c056a2e3045b802c732694cfb5e7ecbdde4a684	lines=24;window=npuoff;corner=nom_typ_1p20V_25C;internal_w=2.557445e-02;switching_w=1.923036e-02;leakage_w=7.730304e-05;total_w=4.488211e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuon.nom_fast_1p32V_m40C.rpt	1884	ca2a6a5c05d76c33dc0fb8a999e88d6f1664bd0e1771abf2afb22848377259e3	lines=24;window=npuon;corner=nom_fast_1p32V_m40C;internal_w=3.924045e-02;switching_w=2.612909e-02;leakage_w=2.599715e-04;total_w=6.562951e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuon.nom_slow_1p08V_125C.rpt	1885	fcfe1a57bd922730d536fdc8395525ca270854ba35167aa376439ac7bf2093df	lines=24;window=npuon;corner=nom_slow_1p08V_125C;internal_w=2.447863e-02;switching_w=1.564941e-02;leakage_w=1.161721e-04;total_w=4.024422e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77base/power.npuon.nom_typ_1p20V_25C.rpt	1880	cd7b6f2b7ec156e23d820c536ce9ea3f772cfe08792e4213318977c5b56d267b	lines=24;window=npuon;corner=nom_typ_1p20V_25C;internal_w=3.126170e-02;switching_w=2.056053e-02;leakage_w=7.728976e-05;total_w=5.189952e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.all.nom_fast_1p32V_m40C.rpt	1868	1423ebb0462a4f52dd5393863ed4241685afc88d95ef718113576426f90ec5b2	lines=24;window=all;corner=nom_fast_1p32V_m40C;internal_w=2.109681e-02;switching_w=5.742404e-03;leakage_w=2.599956e-04;total_w=2.709921e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.all.nom_slow_1p08V_125C.rpt	1869	b8ff5d6efebda43198a3f2e4460604fc2ae9c55fa9b7ab2e3a18bebc2af1a429	lines=24;window=all;corner=nom_slow_1p08V_125C;internal_w=1.347122e-02;switching_w=3.587845e-03;leakage_w=1.165315e-04;total_w=1.717560e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.all.nom_typ_1p20V_25C.rpt	1864	7a941eb360aad0872fe6199d93fcb901694acb6e6cb06ed8415f23c8a5bbf41b	lines=24;window=all;corner=nom_typ_1p20V_25C;internal_w=1.688733e-02;switching_w=4.573422e-03;leakage_w=7.733325e-05;total_w=2.153808e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuoff.nom_fast_1p32V_m40C.rpt	1892	d53b466f76953afecbcbb74d1e76354baf02a4f651eb97e1f796e901799cb40e	lines=24;window=npuoff;corner=nom_fast_1p32V_m40C;internal_w=2.085917e-02;switching_w=5.702937e-03;leakage_w=2.599943e-04;total_w=2.682210e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuoff.nom_slow_1p08V_125C.rpt	1893	40efcfd9967b69cfd1a6dd37b67f530d151fa2476d7553ed4eeffdf6d7a26e9c	lines=24;window=npuoff;corner=nom_slow_1p08V_125C;internal_w=1.331332e-02;switching_w=3.563360e-03;leakage_w=1.165387e-04;total_w=1.699322e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuoff.nom_typ_1p20V_25C.rpt	1888	3911353d4d73c005f069aedabe5d30c6301c5d198921cd72f07b66fe4c2ba372	lines=24;window=npuoff;corner=nom_typ_1p20V_25C;internal_w=1.668940e-02;switching_w=4.542073e-03;leakage_w=7.733471e-05;total_w=2.130880e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuon.nom_fast_1p32V_m40C.rpt	1884	97a73a5df2c6bb98147675f03ac24c1c93e5626b250029c2383e3d9960672e32	lines=24;window=npuon;corner=nom_fast_1p32V_m40C;internal_w=2.737380e-02;switching_w=7.269816e-03;leakage_w=2.600620e-04;total_w=3.490368e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuon.nom_slow_1p08V_125C.rpt	1885	73976e82153faa6a56b14790e6d32ceb00e0fab2c68560d3d71a675faab4d082	lines=24;window=npuon;corner=nom_slow_1p08V_125C;internal_w=1.766134e-02;switching_w=4.541413e-03;leakage_w=1.162864e-04;total_w=2.231904e-02
power-77	76,77	report	hw/soc/out/pwr77self-s77gate/power.npuon.nom_typ_1p20V_25C.rpt	1880	03d7c3b8f45888343f03fec87f08bb54c882cc5e47512ab0bb4e9534fb651783	lines=24;window=npuon;corner=nom_typ_1p20V_25C;internal_w=2.212735e-02;switching_w=5.789709e-03;leakage_w=7.731573e-05;total_w=2.799437e-02
